,title,date,company,location,salary,description
779,Business Analyst,5h ago,Aurec,Melbourne,Salary: Daily Rate Available,Initial 3 - 6 month contract
780,Senior Data Analyst,4d ago,Seven Network (Operations) Limited,Sydney,,A new and exciting opportunity has opened for a Data Analyst to join the fast paced Seven Audience Intelligence team.
781,Business Analyst,3d ago,Service NSW,Sydney,Salary: $92788 - $109396 p.a. + leave loading and super,"Contribute to the development of Service Delivery strategies, plans and associated documentation & work with stakeholders"
782,Reporting specialist,6d ago,ELMO Software Limited,Sydney,Salary: Competitive Salary $$ (Base + super + Bonus),"Manage the consultation, project management and production of data insights reports for our survey platform."
783,Data Analyst - Azure Platforms,7d ago,Paxus,Sydney,,large Australian Bank in need of 2 Data Analysts with a background in banking or financial services. Azure platform working on cutting edge projects
784,Data Analyst - Payroll & Workday,6d ago,Hays Technology,Sydney,,Big 4 Sydney Bank requires a Data Migration Consultant to implement end to end HCM an Payroll solutions.
785,Reporting Analyst (Power BI),10d ago,Calleo,Melbourne,,Exciting opportunity for an experienced Reporting / Data Analyst (Power BI) to join an innovative IT businesses Professional Services division
786,Reporting Analyst (Power BI),10d ago,Calleo,Melbourne,,Exciting opportunity for an experienced Reporting / Data Analyst (Power BI) to join an innovative IT businesses Professional Services division
787,Business Analyst,4d ago,Youi Pty Ltd.,Sydney,,A permanent position is now available for an experienced Business Analyst to join the team.
788,Data Warehouse Developer,4h ago,Servian Pty Ltd,Brisbane,,Perfect for data professionals who want to enable clients to maximise and maintain their competitive edge using the power of DATA!
789,Data Analyst,11d ago,Meat & Livestock Australia,Sydney,,"The Data Analyst will own ISC and MLA’s data catalogue and will be responsible for the sourcing, curation, cataloguing and analysis of data,"
790,Data Warehouse Developer,3h ago,CloudStreet Consulting,Darwin,Salary: Negotiable - we reward experience!,Assist our NTG client to develop a reporting and data analytics solution.
791,Planning Research Analyst,4d ago,TAFE NSW,Sydney,,Fantastic opportunity to join TAFE NSW as a Planning Research Analyst. Permanent Full-Time position currently located at Ultimo Campus.
792,Solutions Analyst,3h ago,Kinetic IT,Melbourne,Salary: Weekly Pay|Professional Development,"Translate needs into practical solutions. SOWs, OOMs, PCRs. Work with technical specialists and our customer."
793,Change Analyst - Junior to Mid-Level,1h ago,Morgan Consulting,Melbourne,Salary: $70000 - $88000 per annum,Great opportunity for a Junior to Mid-Level Change Analyst to work with this well-known brand on projects - N/Suburbs
794,Sales & Operations Planning Analyst,6d ago,Saputo Dairy Australia,Melbourne,,"If you're naturally curious and can make the numbers tell the story, we look forward to hearing from you."
795,Data Management Analyst,6d ago,Humanised Group,Brisbane,,We are seeking a Data management Analyst for 6 month contract (Possibility of extension) to join a leading financial institution.
796,Technology Operations Associate,,Pinnacle Investment Management,Brisbane,,Join a growing investment management firm in a client facing role with opportunity for development through strategic projects and stakeholder liaison
797,Search Optimisation Specialist,,Longtail UX Pty Ltd,Sydney,,"Search Optimisation Specialist with a keen interest in data, eCommerce, and digital performance marketing."
798,Search Optimisation Specialist,,Longtail UX Pty Ltd,Sydney,,"Search Optimisation Specialist with a keen interest in data, eCommerce, and digital performance marketing."
799,Search Optimisation Specialist,,Longtail UX Pty Ltd,Sydney,,"Search Optimisation Specialist with a keen interest in data, eCommerce, and digital performance marketing."
800,Data Analyst,13d ago,CBUS Super,Melbourne,,"We are looking for multiple Data Analysts to work on key initiatives across our fund, be part of a growing Data team where you can make a difference.."
801,Senior Customer Reporting Analyst,6h ago,Just Digital People,Sydney,"Salary: $115,000 - $125,000",Sydney or Melbourne based | Customer insights across entire national restaurant/hotel group
802,Senior Insights and Experimentation Analyst,5h ago,Nine,Sydney,,"Would you like to be part of the future success of products that have been around for nearly 200 years, have made Australia a better?"
803,Senior Customer Reporting Analyst,6h ago,Just Digital People,Melbourne,"Salary: $115,000 - $125,000",Sydney or Melbourne based | Customer insights across entire national restaurant/hotel group
804,Market Research Analyst,3d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Sydney,"Salary: $400 - $500 per day, Excellent Opportunity to","Talent International  is currently recruiting for a  Market Research Analyst  to work for an  NSW Government  based in  Sydney, NSW"
805,Customer Experience Optimisation Analyst,2d ago,IVE Data Driven Communications,Melbourne,,Take the next step in your career and join IVE's team of experienced Customer Experience specialists in this newly created role
806,Data Analyst,13d ago,GenesisCare,Sydney,,"We are looking for 
a Data Analyst to join our Team to provide insights and analysis into how well our products are performing in the real world!"
807,Business Reporting Analyst,4d ago,Zinfra,Sydney,Salary: Annual bonus' and plenty of company benefits!,"Fantastic permanent opportunity to Join our gas networks business and provide key insights. Hybrid model, supporting culture and work / life balance f"
808,Investment Analyst - Data & Analytics,7d ago,,Melbourne,,A newly created role for a data and systems specialist to join our Investments Team.
809,Analyst - Operational Insights,4d ago,Cochlear Limited.,Sydney,,Operations Analyst to develop predictive analysis techniques to deliver forecast modelling and historical trending through the analysis of our supply.
810,APS6 Business/Data Analyst,12d ago,DFP Recruitment,South West Coast VIC,Salary: $58.50 per hour,Business/Data Analyst - HR Systems - SQL - Federal Government
811,Senior Data Analyst Salesforce - NSW Government,6d ago,Talenza,Sydney,Salary: $900 - $980 p.d.,Use your Data Analyst experience in Salesforce for our NSW Government client.
812,SQL Database Developer - Large Government Department,4d ago,TRS - Public Sector,Sydney,Salary: $850 per day + super,Database Developer required by a large government department. Rate: $800 - $850  p/d + super. CBD Location. 6 month contract + extensions
813,BI Data Developer,7d ago,The University Of Melbourne,Melbourne,"Salary: From $96,002 plus 17% superannuation",Hold a key role in the development activities surrounding the University Data Assets
814,BI Data Developer,7d ago,The University Of Melbourne,Melbourne,"Salary: From $96,002 plus 17% superannuation",Hold a key role in the development activities surrounding the University Data Assets
815,Data Engineer,4h ago,Servian Pty Ltd,Brisbane,,We're looking for Data Analytics professionals across all levels to join our Brisbane team.
816,Application Support Analyst,45m ago,Save the Children Australia,Melbourne,Salary: Full salary packaging benefits,We need your extensive knowledge to help drive exceptional technical and functional support across our enterprise application suite.
817,Data Analyst – Consumer Risk,7d ago,Bendigo and Adelaide Bank,Melbourne,Salary: Career pathways and great staff benefits package,"Couple your analytical capability & SME expertise in B&F Risk & Compliance.  Bring a continuous improvement approach, with curiosity & drive."
818,Application Support Analyst,,Ability Action Australia,Melbourne,,"Full Australian Working Rights essential. Responsible for assessing & actioning IT requests, escalating where necessary & maintaining applications."
819,APS4/5 Data Analyst,7d ago,First People Recruitment Solutions,Brisbane,Salary: APS4/5 Hourly rate equivalent,"maintain data and information infrastructure and processes, resolve data challenges and identify information opportunities"
820,Business Analyst,1d ago,Aurec,Melbourne,,We currently seek an experienced Business Analyst to support a O365 and Business Applications implementation project.
821,"Senior Data Analyst, System Analysis and Planning",6d ago,Department of Health,Melbourne,,"This role is performed within a small team reporting to the Manager, System Analysis and Planning, with opportunity to provide technical support, a..."
822,Business Analyst,2d ago,Tektonic Labs,Melbourne,"Salary: $80,000 - $99,999",Unique opportunity to be a key player in a  small team of passionate software developers using leading-edge approaches and latest technologies.
823,Data Analyst - NV1,8d ago,The Network,ACT,Salary: $700 - $1100 p.d.,My client is looking for a Multiple Permanent and Contract experienced Data Analysts / Data Scientist consultants from Mid to Senior level
824,Business Intelligence Analyst,6d ago,Youi Pty Ltd.,Sunshine Coast,,"Working as part of our Business Intelligence (BI) team, you can expect to be dealing with people from right across the organisation."
825,Analyst (Intelligence),3d ago,"Department of Planning, Industry and Environment",Sydney,"Salary: $108,841 - $121,249",Job Title | Analyst (Intelligence) (Environment Officer Class 9) Employment Type: 2 Temporary roles up to 12 months  with the possibility of ext...
826,Data Developer / Analyst (s),7d ago,Recruitment Hive,Sydney,Salary: $90 - $120ph inc super. All client fees disclosed,Fed Govt seeking multiple Microsoft SQL data developers and analysts that will provide multiple services under directions. Call Eric on (02) 6299 1006
827,Commercial Insights Analyst,4d ago,Teva Pharmaceuticals Australia Pty Ltd,Sydney,,Opportunity to showcase your expertise in data analytics and knowledge of the Australian pharmaceutical industry in a dynamic role with Teva!
828,Business Analyst,3d ago,Employee Matters,Sydney,Salary: Attractive package on offer + shares,"An Aussie trailblazer revolutionising the transportation industry through sophisticated, innovative and smart technology! Opp to become a shareholder!"
829,Corporate Reporting Analyst,7d ago,Austin Health,Melbourne,,An exciting opportunity currently exists for an enthusiastic and highly experienced Reporting Analyst to join our Corporate Reporting Service.
830,Data Analyst,11d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Brisbane,Salary: $85 - $95 per hour,"Talent International is searching for an experienced Data Analyst to join our client, a large state government department. This role is a contract"
831,Commercial Insights Specialist,3d ago,Winc,Sydney,Salary: Base + Super,"Provide analytical and functional support to improve the effectiveness of the Sales by enhancing the data, technology and operations of the function."
832,Performance Analyst,6d ago,CitiPower and Powercor Australia,Melbourne,,Performance Analyst is to provide the business group with a complete and effective resource to improve operational delivery.
833,Junior Data Analyst,18d ago,P&N Bank,Coffs Harbour & North Coast,,We are seeking a Junior Data Analyst to join our growing organisation
834,Data Analyst,13d ago,ACOR Consultants Pty Ltd,Brisbane,,"Data Analysis & Migration | Data Integrity | Engineering, Project Management or Consulting Experience | SAP Exposure | SQL | Auditing"
835,Complex Deal Pricing Analyst,,Kyndryl Inc.,Sydney,,Complex Deal Pricing Analyst
836,Business Analyst,,Employee Matters,Sydney,Salary: Attractive package on offer + shares,"An Aussie trailblazer revolutionising the transportation industry through sophisticated, innovative and smart technology! Opp to become a shareholder!"
837,Power BI Specialist,3d ago,DialogIT,Melbourne,,Dialog is seeking a Power BI Specialist to join our Melbourne professional services consulting team.
838,Manager Reporting & Analytics,3d ago,THE JUNCTION WORKS LTD,Sydney,,Join an organisation with purpose - our mission is to create new possibilities in people's lives
839,Business Data Analysts,14d ago,u&u. Recruitment Partners,Sydney,"Salary: $100,000-$110,000 plus superannuation equivalent",Be developed and mentored within a rapid growth and entrepreneurial business in Ryde. Opportunity to partner closely with ELT members
840,Senior Data Analyst,6d ago,Abacus Property Group,Sydney,,Be part of a growing and collaborative team and make an impact by partnering with the business to provide data insights to drive commercial outcomes.
841,Data Management Analyst,6d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,"Salary: $700 - $900 per day, Initial 6 month contract",Data management analysts required for initial 6 month contract. Financial services sector
842,Production Data Steward,4d ago,Planet Innovation Pty Ltd,Melbourne,,"Assist PI in the next phase of our ambitious growth strategy and new ERP, by ensuring clean data is available for informed decision making."
843,Junior Scheduling & Revenue Management Analyst,6d ago,Airnorth,Darwin,,Airnorth is recruiting for a Junior Scheduling and Revenue Management Analyst to join our Commercial Department based in Darwin.
844,Business Intelligence Senior Analyst,6d ago,Campbell Page Limited,"Wollongong, Illawarra & South Coast",,Are you a passionate Business Intelligence Analyst that is also passionate about making a difference in your local community?
845,Customer Reporting Analyst,6d ago,KBH Solutions,Brisbane,,Customer Reporting Analyst required for Leading company based in Northgate. Onsite parking available. Responsible for preparation of customer reports
846,Junior Commercial Analyst | Southeast | Circa $85k package | Tech Industry,7d ago,ThompsonCook | We Only Do Accounting,Melbourne,,First move into industry or taking the next step in your career? This Junior Commercial Analyst role offers an excellent career development path.
847,Supply Chain Analyst,2h ago,Primary Connect,Sydney,Salary: Competitive salary + retail discounts + bonus,Provide analytic and administrative support for transport and 3PL sourcing and contract management activities within Primary Connect
848,Business Analyst,4d ago,Zeder Corporation,Brisbane,,Seeking a Business Analyst to join our friendly team at the Fulcrum Suspensions Head Office located in Coopers Plains.
849,IT Data Analyst - Cognos,10d ago,Bell People,Melbourne,,Excellent Opportunity for IT Data Analyst - Cognos to join global pharmaceutical org. & be involved in developing reports using (Argus/Cognos/SQL).
850,Business Analyst,6d ago,WooliesX,Sydney,,"An exciting career, as our business grows so does the opportunities for our Team Members!"
851,Data Analyst,10d ago,REM Consulting,Perth,,"Data Analyst to play a key role to build, mature and champion the company’s data catalogue"
852,Business Analyst,4d ago,Ability Action Australia,Melbourne,,"Full Australian Working Rights ESSENTIAL. Lead the capture of requirements from the business, & translate into actionable work by development team."
853,Data Reporting Officer - ASAP START,7d ago,TRS - Public Sector,Sydney,Salary: Up to $70 p/h + super,Data Reporting Officer required for a NSW Government Department based in Parramatta/WFH for an initial contract until EOFY 22 with extensions
854,Database Analyst,4d ago,Sanderson Solutions International,Sydney,Salary: up to $650+ super per day,"Our client, a government organisation is looking to engage a Database Administrator for an initial 6 month contract with a view to extend."
855,Associate Planning Analyst,3d ago,Hasbro,Sydney,,An exciting opportunity exists for an Associate Planning Analyst - Reporting!
856,Software Engineer - Malware Reverse Engineering,,Leidos Australia Pty Ltd,Melbourne,,"Work in a cool, connected, challenging and rewarding environment!"
857,Tableau Developer,6d ago,Hays Technology,Sydney,,Are you looking to make a difference as a Tableau Developer?
858,Application Support Analyst,3d ago,ACH Group,Adelaide,Salary: Salary packaging benefits are on,The Applications Support Analyst proactively enhances & supports the applications production environment in this full time role.
859,Business Analyst,5h ago,Finite IT Recruitment Solutions,Sydney,Salary: Target Day Rate: $800.00 - $850.00 | WFH,"NSW Health - Pioneering project for virtual care where patients will be treated ""from home"" wearing wearable devices | WFH - Initial 6-Months"
860,Product Analyst,3h ago,Sharp & Carter Digital and Technology,Melbourne,,"Exciting opportunity for a Product Analyst to grow their skills through the diversity of new projects and technologies, in a greenfields organisation."
861,Business Analyst,3d ago,Smartgroup Corporation,Sydney,,Are you a motivated and driven individual with outstanding business analytical skills?
862,Business Analyst,4d ago,illion Australia & New Zealand,Melbourne,,We're looking for passionate Business Analyst to join our growing team
863,Data Analyst - 3 Days Remote,11d ago,Starlight Childrens Foundation,Melbourne,,"This rewarding role has a focus on providing accurate dashboards, insights & conduct analysis on our awesome Programs that are delivered nationally."
864,Data Analyst,18d ago,integratedliving Australia Limited,"Newcastle, Maitland & Hunter",,"Brand new role to join the Data Analytics team, supporting the Business Optimisation function at integratedliving."
865,Data Warehouse Developer,3d ago,MYtech Consulting Services,Darwin,,"Design, implement, test and document data mappings, ETL processes and data lineage."
866,Data Analyst,12d ago,ACCIONA Australia,Melbourne,,Tertiary qualification in relevant discipline | Minimum 4 years’ experience in a similar role |An extensive background in developing metrics
867,Business Analyst,4d ago,Red Energy,Melbourne,Salary: Generous base salary + super + 6 monthly bonus,We have an exciting opportunity for a Business Analyst to join our growing Technology and Development team!
868,Business Intelligence Analyst,6d ago,Youi Pty Ltd.,Brisbane,,"Working as part of our Business Intelligence (BI) team, you can expect to be dealing with people from right across the organisation."
869,Billing Analyst,7h ago,Ethan Talent,Sydney,,We are looking for a strong Billing analyst to join our fast paced and dynamic organisation
870,Health Economics Analyst,6h ago,Stryker,Sydney,"Salary: $70,000 - $89,999","The Health Economics Analyst will ensure well informed decision making through the provision of relevant economic research, insights and analysis."
871,Data Quality Analyst,6d ago,DuluxGroup,Sydney,,"Act as the primary point of contact for BAU SAP related issues and change requests in the B&D Group Master Data team.
Support the general business in"
872,Data Engineer - PowerBI,6d ago,Coles,Melbourne,,We are looking for an experinced Data Engineer specialist in Power BI joining Coles Corporate Systems Technology Team.
873,Data Analyst,12d ago,,Perth,,Data Analyst opportunities with leading edge technology consultancy.
874,Photogrammetrist,,Spectrum Ecology,Perth,,Exciting opportunity for a Photogrammetrist analyst to join the growing Spectrum Spatial team!
875,Graduate Role - Business / Commence,,Provider Assist (PA) Pty Ltd,Melbourne,,Provider Assist is a dynamic and innovative organisation that is on the lookout for a passionate and energetic graduate to join the team!
876,Analytical Modelling and Strategy Analyst,2h ago,dnata catering,Sydney,,"Seeking a dedicated analyst to join our team at Sydney Airport, responsible for short and long-term planning of labour requirements of our business"
877,Graduate Analyst,11d ago,IRI,Melbourne,,"We’re leading the charge as the specialist provider of data-driven, insight and consulting solutions for FMCG retailers and manufacturers."
878,Senior Data Analyst - Top ASX Listed Global Organisation,4d ago,Technology Recruiting Solutions,Melbourne,"Salary: $150,000 - $159,999",Senior Data Analyst - Top ASX Listed Global Organisation - Collaborative Working Environment - Flexible Working Arrangements
879,Data Analyst,13d ago,Recruitment Hive,ACT,Salary: $90 - $110 per hour Inc Super - Negotiable,"We’re looking for an experienced data analyst, preferably with strong analytical or visualisation skills using R Shiny and Power BI."
880,Graduate Quantitative Researcher/Analyst (PHD),6d ago,Susquehanna Pacific Pty Ltd,Sydney,,Our Sydney Quant team is growing and we are looking for PhDs who possess excellent quantitative problem solving skills and mathematical creativity.
881,Data Analyst,11d ago,Exclaim IT,Brisbane,,Government opportunity – Brisbane CBD Initial Contract until 30th June 2022 with extensions thereafter.
882,Data Analysis / Reporting Officer,7d ago,Griffith University,Gold Coast,Salary: $79380 - $84941 p.a. + 17% super,"Similar role to a Data Analysis/Reporting Officer, Advancement Insights Officer (Griffith terms) provides valuable insights into data and reporting"
883,Data Analysis / Reporting Officer,7d ago,Griffith University,Gold Coast,Salary: $79380 - $84941 p.a. + 17% super,"Similar role to a Data Analysis/Reporting Officer, Advancement Insights Officer (Griffith terms) provides valuable insights into data and reporting"
884,"Space Data Managers, Government Client",7h ago,JLL,Melbourne,,"Are you a passionate individual hungry to learn? Seeking analytics, occupancy/space planning, database management or projects related role experience."
885,Business Analyst,3d ago,sportsbet.com.au,Melbourne,,An exciting BA role within Tech Product Delivery Team where you can drive innovation while thriving within a very fast-paced environment!
886,Business Intelligence Developer,10d ago,PETstock,Ballarat & Central Highlands,Salary: Competitive salary + super + great culture!,"In this new role, you will design data analysis & reporting solutions using Power BI, Cognos, or similar to respond to our growing business needs."
887,Senior Data Analyst - Marketing Technology,3d ago,Annalect,Sydney,,"Annalect, Omnicom Media Group"
888,Junior Data Analyst,18d ago,P&N Bank,Perth,,We are seeking a Junior Data Analyst to join our growing organisation
889,Business Analyst,3d ago,AEMO Services,Melbourne,"Salary: $130,000 - $159,999 package (including 10% super)",Play a key role in delivering the technology platforms required by a market leader in Energy Transition in Australia.
890,Data Migration Analyst,7d ago,EY,Melbourne,Salary: Dependant on experience,Support our clients in defining and implementing a data journey aligned to them.
891,Business Analyst,1h ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Adelaide,Salary: WFH flexibility,Permanent Business Analyst positions available! Apply within to find out more!
892,Business Analyst,3h ago,Finite IT Recruitment Solutions,Brisbane,,At Finite we are sourcing for Business Analysts for a number of key projects with our Clients in Brisbane.
893,Project Analyst,3d ago,Elders Limited,Adelaide,Salary: Competitive salary + other benefits on offer,"Based in Adelaide you will provide analytical insights, maintain budgets and project plans, and anticipate issues for Elders’ strategic projects"
894,Business Analyst,4d ago,Credit Union SA,Adelaide,,An exciting opportunity to grow and learn while utilising your current skills and knowledge.
895,Marketing Specialist,,Pronet Technology,Melbourne,,"Looking for an upbeat, creative and passionate digital marketer. Suitable for someone with 5 years plus experience looking for career progression."
896,Data Migration Specialist,4d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Melbourne,,"Be accountable for the profiling, cleansing, mapping and migration of data from existing applications  into other database structures"
897,Ecommerce Data Analyst,12d ago,SALT SEARCH PTY LTD,Sydney,Salary: $85000.00 - $100000.00 p.a.,E-commerce data analyst who is passionate about embracing the power of analytical tools and data to make insightful and strategic decisions.
898,Project Data Analyst,12d ago,Sonic HealthPlus,Perth,Salary: Nationally recognised training courses available,Contribute to our growth and expansion plans by providing ideas and solutions to improve data analysis.  Extensive training and support is provided.
899,Junior Data Analyst,18d ago,P&N Bank,Brisbane,,We are seeking a Junior Data Analyst to join our growing organisation
900,Business Analyst,3d ago,Tech Mahindra Ltd.,Melbourne,"Salary: $110,000 - $140,000","Looking to hire Three resourceful, competitive Business Analysts"
901,Data Analyst (DAX and Power BI),7d ago,Calleo,ACT,,Seeking Talented Data Analysts to join one of our client's initiatives and help them build dashboards and reports in Power BI
902,Power BI Developer / Analyst,7d ago,Nova Group,Adelaide,,"We are Australian Owned with Smart People, Solving Complex Challenges, Making Our World Safe and Secure!"
903,Performance and Reward Analyst,4d ago,Woolworths Group,Sydney,Salary: A great place to grow,Work with a team of Performance & Reward Analysts who deliver high quality reward analytics and advice.
904,Data Engineer (x 3),1h ago,Capstone Recruitment Group Pty Ltd,Sydney,,Great opportunity for Data Engineers to join a high performing collaborative team. Strong design and ETL experience on large data & analytics project
905,Analyst,7d ago,TAFE NSW,Sydney,"Salary: $94,483 - $99,267",Great opportunity to work on a complex and exciting transformation program.
906,Commercial Analyst - 12 Month Contract,4d ago,Mars Australia,Gosford & Central Coast,,"This exciting role is responsible for providing financial insights, operational and analytical support to the Mars Food procurement team"
907,Data Analyst - Risk Assurance,10d ago,Halcyon Knights Pty Ltd,Perth,,Amazing opportunity for someone who wants to move into Data & Analytics.
908,Senior Insights Analyst,4d ago,sportsbet.com.au,Melbourne,,"Have a head for data and a heart for sharing that in a story? Join our fast-paced Product, Risk & Trading team."
909,Business Analyst,3d ago,Bluefin Resources Pty Limited,Sydney,Salary: $520 per day + super,"You will be responsible for the timely and accurate processing of business unit financial and
other related transactions, including purchasing."
910,Supply Chain Solutions Analyst (Graduate),3d ago,Americold Logistics Limited,Sydney,,Are you an recent graduate who is looking to work for a growing and mature business that truly supports its employees?
911,Data Business Analyst,10d ago,Macquarie Group Limited,Sydney,,"We are looking for a bright, energetic, and ambitious individual to join our growing Enterprise Data Platforms Team."
912,Reporting Analyst,12d ago,,Sydney,"Salary: Up to $130,000 plus superannuation","Provide data analytics, reports and dashboards that support BAU requirements as well as on-going projects, special projects, and new initiatives."
913,Reporting Analyst,12d ago,,Sydney,"Salary: Up to $130,000 plus superannuation","Provide data analytics, reports and dashboards that support BAU requirements as well as on-going projects, special projects, and new initiatives."
914,Integrated Planner Performance Reporting,4d ago,The City of Canterbury Bankstown,Sydney,,"Exciting opportunity to assist the Integrated Planning team with data collection, reporting and multiple projects."
915,Data Warehouse Developer - ETL / BI,3d ago,Quality People,Brisbane,Salary: Top $'s Paid ! Contract Extensions Likely !,Our client URGENTLY requires an ETL / BI Developer for a 12 Months+ Contract in Darwin.
916,"Business Analyst, Remediation",3d ago,AIA Australia Limited,Sydney,,At AIA we do things differently to make a healthy difference in people’s lives. That difference starts with every individual at AIA. We provide...
917,APS6 and EL1 IT Business Analyst,6h ago,Hudson,Brisbane,Salary: $99860.00 - $139959 p.a. + Total package,Be part of improving the health of Australians through better use of data and technology - Permanent positions - APS6 & EL1 IT Business Analyst
918,Digital Data Analyst,11d ago,Westpac Group,Adelaide,,"You will be a key member of the Customer Assist Team within Group Operations, be part of the delivery of Westpac vision and strategic priorities."
919,Data Warehouse Developer - ETL / BI,3d ago,Quality People,Melbourne,Salary: Top $'s Paid ! Contract Extensions Likely !,Our client URGENTLY requires an ETL / BI Developer for a 12 Months+ Contract in Darwin.
920,SQL Developer,3d ago,ARL Collect Pty Ltd,Melbourne,,Want to be a part of one of Australia’s fastest growing Fin-Tech companies?
921,IT Business Analyst,3d ago,Century Yuasa,Brisbane,,Seeking a skilled and professional IT Business Analyst to guide Century Yuasa Batteries into the future!
922,Project Coordinator  / Junior Business Analyst - Equity Markets Fintech,10d ago,Anton Murray Consulting,Sydney,"Salary: $90,000 - $109,999",Great permanent role with an ASX listed FinTech supporting the Project Management team on range of client and internal projects. 2+ years experience
923,IT Strategy Analyst,3d ago,TAFE NSW,"Newcastle, Maitland & Hunter","Salary: $125,609 pkg incl. salary of $112,310 - 123,968",Ongoing full time Strategy Analyst at Australia’s largest skills and training provider. Site neg. in NSW and flexible work arrangements.
924,Integration Analyst,4h ago,Invenio Pty Ltd,Melbourne,,"Ongoing contract 
Immediate start
Geelong location"
925,Business Analyst,4d ago,Precision Sourcing,Sydney,Salary: $800 - $890 p.d.,Join a recently established Technology Management Office as a Business Analyst to support a brand new media function.
926,Business Analyst,3d ago,Data Action,Adelaide,,Data Action (DA)has over 30 years' experience as a specialist software and services provider to the banking and financial services industries.
927,Master Data Analyst,10d ago,Anglo American,Brisbane,,Are you a SAP Master Data superstar? We need you!
928,Reporting and Data Analyst,13d ago,MBC Recruitment,"Wollongong, Illawarra & South Coast",Salary: $100 per hour plus super as a casual employee,"Our Government client is seeking a Reporting &amp; Data Analyst for a 5-month role in Wollongong, NSW."
929,Junior Securitisation Trust Analyst,3d ago,Perpetual Services Pty Limited,Sydney,,Perpetual Corporate Trust Division is seeking a qualified and experienced professional for the role of Junior Securitisation Trust Analyst.
930,Technical Business Analyst,3d ago,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,Sydney,Salary: $800 - $900 per day,Technical Business Analyst
931,Business Systems Analyst,,b.box for kids,Melbourne,,"We are seeking a Fixed Term Business Systems Analyst to scope, solution and implement systems and process initiatives across the organisation."
932,Service Centre Analyst,,First Focus IT P/L,Brisbane,Salary: Competitive rate + great working environment,"Grow in a large, warm team. Stable, long term work with full time hrs. Be valued for yr tech skillset + have the opportunity to develop. Start Feb '22"
933,Business Intelligence Analyst - Tableau,7d ago,Bluefin Resources Pty Limited,Sydney,Salary: $100k - $110k p.a.,Business Intelligence Analyst opportunity available for a leading Hospitality and Retail Business. Tableau and SQL experience required.
934,Systems Analyst,4d ago,Baptist Care SA,Adelaide,,Be a critical part of our Information Systems Team through delivering business solutions to our organisation.
935,Data Warehouse Developer - ETL / BI,3d ago,Quality People,Darwin,Salary: Top $'s Paid ! Contract Extensions Likely !,Our client URGENTLY requires an ETL / BI Developer for a 12 Months+ Contract in Darwin.
936,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Hobart,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
937,Data and Reporting Analyst - Digital Health,13d ago,South Eastern Melbourne Primary Health Network,Melbourne,,Be responsible for the development of processes and controls to support the identification and analysis of Digital Health data management systems.
938,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Perth,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
939,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Melbourne,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
940,SAP Data Analyst,3d ago,HCM Australia,Sydney,,New Job Listing - 11 Month Contract with Extensions - Excellent Terms - 3 year Program of Work - Apply Now!
941,Data Analyst,13d ago,GRANITE CONSULTING,Melbourne,,Seeking a skilled Data Analyst who possesses demonstrable experience and knowledge of insurance systems.
942,Technical Business Analyst - Financial Services,4h ago,EY,Sydney,,"Technology Business Analyst, with experience in the Insurance industry, to join our FSO Data and Analytics team"
943,Pricing Analyst,7d ago,Konnexus,Melbourne,"Salary: 75,000 plus super","With growth in mind, they have a newly created role where they require a passionate and results driven Pricing and Data Analyst."
944,Supply Chain Analyst,6d ago,Merck,Melbourne,,"A rare opportunity has arisen to join a leader in life science industry, as Supply Chain Analyst."
945,"Senior Data Analyst - Workforce Data and Analytics, APS6, Corporate Division, Pe",3d ago,Australian Competition and Consumer Commission,Sydney,,Opportunity for a specialist to operationalise our workforce data and analytics vision and establish and implement standards and systems.
946,System Support Analyst,1d ago,People2people - Managed Services,Sydney,,"Join a global organisation, a market leader in consumer electronics"
947,Business Analyst,3d ago,Programmed,Melbourne,Salary: Competitive salary + Great Employee Benefits,"Join our Programmed Facility Management business, bringing your experience to a Business Analyst role with our Melbourne team"
948,Insights Analyst (Data Visualisation),14d ago,Aldi Stores,Sydney,"Salary: $124,900 (including super)",Design & develop creative analytics solutions. Data Analysis. Data Visualisation. Engage Stakeholders. Data Storytelling. Continuous improvement
949,"Principal Data Analyst, Centre for Victorian Data Linkage",4d ago,Department of Health,Melbourne,,"This is a challenging and exciting career opportunity within the Centre for Victorian Data Linkage (CVDL), the key data linkage infrastructure in V..."
